incident_id,incident_type,person_trapped,injury_reported,fire_present,hospital_affected,elderly_or_children,hazardous_material,building_collapse_flag,critical_infrastructure,num_sources,ground_confirmed,agreement_ratio,recency_minutes,num_reports,severity_score,severity_class,confidence_score
1042,fire,1,0,1,0,0,0,0,0,3.0,0.0,0.77,87.0,29,98,CRITICAL,100.0
1043,flood,0,1,0,0,1,0,0,0,1.0,,0.18,82.0,7,59,MEDIUM,45.3
1044,medical_emergency,0,0,0,0,0,0,0,0,1.0,0.0,0.34,4.0,51,5,LOW,40.7
1045,industrial_accident,0,0,0,0,0,1,0,0,1.0,0.0,0.83,110.0,8,38,MEDIUM,42.9
1046,flood,1,1,1,0,0,0,0,0,2.0,0.0,0.8,86.0,7,100,CRITICAL,74.1
1047,flood,0,1,0,0,0,0,0,0,2.0,,0.55,76.0,7,35,MEDIUM,67.5
1048,chemical_leak,0,0,0,0,0,1,0,1,3.0,1.0,0.7,20.0,13,70,HIGH,100.0
1049,building_collapse,0,0,0,0,0,0,1,1,2.0,1.0,0.92,65.0,7,81,CRITICAL,100.0
1050,flood,0,0,0,0,0,0,0,0,2.0,1.0,0.98,95.0,15,2,LOW,98.7
1051,medical_emergency,0,1,0,0,0,0,0,0,,0.0,0.76,106.0,6,33,MEDIUM,66.9
1052,medical_emergency,0,0,0,0,0,0,0,0,3.0,0.0,0.67,161.0,21,0,LOW,80.4
1053,medical_emergency,0,1,1,0,0,0,0,0,3.0,0.0,0.68,149.0,6,89,CRITICAL,83.0
1054,power_outage,0,0,0,0,0,0,0,0,2.0,0.0,0.67,121.0,13,2,LOW,62.2
1055,power_outage,1,1,0,1,1,0,0,0,1.0,0.0,0.6,102.0,19,100,CRITICAL,41.1
1056,building_collapse,0,1,0,0,0,0,1,0,2.0,0.0,0.82,49.0,8,98,CRITICAL,72.4
1057,medical_emergency,0,0,0,0,0,0,0,0,3.0,1.0,0.63,139.0,13,0,LOW,100.0
1058,power_outage,0,0,0,0,0,0,0,0,2.0,0.0,0.93,111.0,5,3,LOW,75.4
1059,building_collapse,1,0,0,0,0,0,1,0,1.0,1.0,0.9,39.0,9,100,CRITICAL,83.2
1060,industrial_accident,0,0,0,0,0,1,0,0,3.0,0.0,0.36,124.0,17,34,MEDIUM,69.9
1061,power_outage,1,0,0,0,0,0,0,1,2.0,0.0,0.5,166.0,4,63,HIGH,58.9
1062,medical_emergency,0,0,0,0,1,0,0,0,3.0,0.0,0.84,82.0,10,11,LOW,88.4
1063,road_blockage,0,0,0,0,1,0,0,0,3.0,1.0,0.83,66.0,31,18,LOW,100.0
1064,power_outage,0,1,0,0,1,0,0,0,1.0,0.0,0.41,117.0,13,60,HIGH,37.0
1065,road_blockage,1,1,0,0,1,0,0,0,1.0,,0.62,130.0,15,96,CRITICAL,58.3
1066,building_collapse,0,0,0,0,1,0,1,0,3.0,0.0,0.74,123.0,6,71,HIGH,86.2
1067,chemical_leak,0,0,0,0,0,1,0,0,1.0,0.0,0.62,27.0,8,42,MEDIUM,54.5
1068,flood,0,1,0,0,0,0,0,0,3.0,,0.72,61.0,19,40,MEDIUM,88.1
1069,road_blockage,0,0,0,1,1,0,0,0,2.0,1.0,0.44,90.0,4,41,MEDIUM,75.9
1070,power_outage,0,1,0,0,0,0,0,0,2.0,1.0,0.93,178.0,31,35,MEDIUM,88.9
1071,fire,0,1,1,1,0,0,0,0,3.0,0.0,0.65,137.0,5,100,CRITICAL,82.8
1072,chemical_leak,1,0,0,0,0,1,0,0,,0.0,0.68,52.0,7,97,CRITICAL,75.8
1073,building_collapse,0,1,0,0,0,0,1,0,2.0,0.0,1.0,32.0,25,100,CRITICAL,74.5
1074,power_outage,0,1,0,0,0,0,1,0,1.0,1.0,0.74,92.0,12,95,CRITICAL,74.7
1075,flood,0,1,1,0,0,0,0,0,3.0,1.0,0.39,64.0,9,87,CRITICAL,100.0
1076,road_blockage,0,1,0,0,1,0,0,1,2.0,1.0,0.63,1.0,9,94,CRITICAL,93.4
1077,road_blockage,1,0,0,0,0,0,0,0,1.0,0.0,0.63,117.0,5,51,MEDIUM,45.2
1078,road_blockage,0,0,0,0,0,0,0,0,2.0,1.0,0.85,124.0,15,0,LOW,87.7
1079,medical_emergency,0,0,0,0,0,0,0,1,2.0,0.0,0.93,102.0,17,19,LOW,82.9
1080,industrial_accident,0,0,1,0,1,1,0,0,1.0,0.0,0.85,134.0,7,100,CRITICAL,48.6
1081,fire,0,1,1,0,0,0,0,0,,1.0,0.83,79.0,5,88,CRITICAL,100.0
1082,road_blockage,0,1,0,0,1,0,0,1,3.0,0.0,1.0,84.0,5,86,CRITICAL,100.0
1083,industrial_accident,1,0,0,0,0,1,0,0,1.0,1.0,1.0,149.0,36,79,CRITICAL,77.9
1084,power_outage,0,1,0,0,0,0,0,0,3.0,1.0,0.44,76.0,6,32,MEDIUM,100.0
1085,flood,0,0,0,1,1,0,0,0,2.0,1.0,0.97,61.0,25,33,MEDIUM,100.0
1086,power_outage,0,0,0,0,1,0,0,0,2.0,1.0,0.7,108.0,10,25,LOW,88.8
1087,power_outage,1,0,0,0,0,0,1,0,,0.0,0.81,129.0,12,100,CRITICAL,89.6
1088,fire,1,0,0,0,0,0,0,0,2.0,0.0,0.67,54.0,17,61,HIGH,64.5
1089,chemical_leak,0,1,0,0,0,1,0,1,1.0,0.0,1.0,,13,100,CRITICAL,56.8
1090,power_outage,1,0,0,0,0,0,0,0,2.0,0.0,0.65,95.0,31,38,MEDIUM,70.3
1091,power_outage,1,1,0,0,0,0,0,0,2.0,1.0,1.0,118.0,13,93,CRITICAL,99.8
1092,industrial_accident,0,0,0,0,1,1,0,0,2.0,0.0,0.51,126.0,15,67,HIGH,58.7
1093,building_collapse,0,1,0,0,1,0,1,0,1.0,1.0,0.77,74.0,8,100,CRITICAL,69.0
1094,flood,0,0,0,0,0,0,0,0,3.0,0.0,0.89,8.0,19,5,LOW,100.0
1095,industrial_accident,0,0,0,0,0,1,0,0,,0.0,0.72,26.0,9,48,MEDIUM,80.5
1096,building_collapse,0,1,0,0,0,0,1,0,3.0,0.0,0.73,75.0,14,86,CRITICAL,92.3
1097,industrial_accident,0,1,0,0,0,1,0,0,2.0,0.0,0.79,101.0,12,86,CRITICAL,74.7
1098,medical_emergency,0,0,0,0,0,0,0,0,2.0,1.0,0.45,89.0,29,0,LOW,90.9
1099,fire,0,0,1,0,0,0,0,0,2.0,0.0,0.71,146.0,12,38,MEDIUM,63.6
1100,medical_emergency,0,0,0,0,1,0,0,0,1.0,1.0,0.69,45.0,4,16,LOW,70.4
1101,building_collapse,0,0,0,0,1,0,1,0,3.0,0.0,0.64,100.0,12,68,HIGH,87.4
1102,medical_emergency,0,0,0,0,1,0,0,0,2.0,0.0,0.55,136.0,15,17,LOW,52.3
1103,flood,0,0,1,0,0,0,0,0,1.0,0.0,0.69,76.0,15,60,HIGH,51.0
1104,medical_emergency,0,0,0,0,0,0,0,0,1.0,,0.82,44.0,10,10,LOW,74.8
1105,chemical_leak,1,0,0,1,0,1,0,0,3.0,0.0,0.95,143.0,21,100,CRITICAL,98.2
1106,industrial_accident,0,0,0,0,0,1,0,0,3.0,0.0,0.59,69.0,9,41,MEDIUM,88.7
1107,road_blockage,0,1,0,1,0,0,0,0,3.0,1.0,0.54,43.0,14,71,HIGH,100.0
1108,medical_emergency,0,1,0,0,0,0,0,1,1.0,1.0,,40.0,11,62,HIGH,74.0
1109,chemical_leak,0,1,0,0,1,1,0,0,2.0,0.0,0.88,62.0,11,92,CRITICAL,81.6
1110,chemical_leak,1,0,0,1,0,1,0,0,1.0,,0.73,139.0,6,100,CRITICAL,35.7
1111,road_blockage,0,0,0,0,0,0,0,1,3.0,0.0,,71.0,6,22,LOW,91.9
1112,power_outage,0,0,0,1,0,0,0,0,2.0,0.0,0.5,169.0,25,33,MEDIUM,56.1
1113,industrial_accident,0,0,0,0,0,1,0,1,2.0,0.0,0.6,161.0,9,76,HIGH,57.9
1114,industrial_accident,0,1,0,0,0,1,0,0,1.0,1.0,1.0,175.0,15,90,CRITICAL,74.4
1115,medical_emergency,1,1,0,0,1,0,0,0,2.0,0.0,0.65,77.0,7,97,CRITICAL,66.7
1116,fire,1,0,1,0,0,0,0,0,3.0,1.0,0.9,72.0,15,94,CRITICAL,100.0
1117,fire,0,1,1,0,0,0,0,0,2.0,1.0,0.57,29.0,9,91,CRITICAL,95.4
1118,flood,0,0,0,0,1,0,0,0,2.0,0.0,0.49,155.0,21,22,LOW,55.1
1119,medical_emergency,0,1,0,1,1,0,0,0,1.0,1.0,0.93,70.0,61,86,CRITICAL,79.8
1120,road_blockage,1,0,0,0,0,0,0,0,2.0,0.0,0.54,143.0,6,49,MEDIUM,61.8
1121,fire,0,1,1,0,1,0,0,0,2.0,0.0,1.0,48.0,11,100,CRITICAL,79.8
1122,flood,1,0,0,1,0,0,0,0,2.0,0.0,,138.0,9,75,HIGH,64.6
1123,fire,0,0,1,0,0,0,0,0,2.0,0.0,0.4,147.0,12,40,MEDIUM,42.0
1124,chemical_leak,0,1,0,0,0,1,0,0,3.0,0.0,0.91,,11,85,CRITICAL,92.9
1125,fire,0,0,1,0,0,0,0,1,2.0,0.0,0.96,3.0,18,63,HIGH,85.6
1126,industrial_accident,0,1,0,0,0,1,0,0,2.0,1.0,0.77,80.0,9,80,CRITICAL,90.4
1127,industrial_accident,1,1,1,0,0,1,1,0,3.0,0.0,0.88,111.0,11,100,CRITICAL,88.4
1128,power_outage,0,0,0,0,1,0,0,1,3.0,0.0,0.61,177.0,11,53,HIGH,85.1
1129,fire,0,0,1,0,1,0,1,0,3.0,1.0,0.46,137.0,9,100,CRITICAL,100.0
1130,building_collapse,1,0,0,0,0,0,1,0,,0.0,0.85,139.0,9,93,CRITICAL,86.7
1131,power_outage,1,0,0,1,0,0,0,0,3.0,0.0,0.5,33.0,7,68,HIGH,92.7
1132,power_outage,0,0,0,0,0,0,0,0,3.0,0.0,0.74,70.0,41,0,LOW,89.3
1133,building_collapse,0,1,0,0,1,0,1,0,3.0,1.0,0.73,87.0,9,100,CRITICAL,100.0
1134,power_outage,0,0,0,0,0,0,0,0,2.0,0.0,1.0,92.0,17,0,LOW,79.2
1135,building_collapse,1,0,0,0,0,0,1,0,,1.0,0.93,125.0,7,100,CRITICAL,80.7
1136,flood,0,0,1,0,1,0,0,1,2.0,0.0,0.74,46.0,21,89,CRITICAL,67.8
1137,road_blockage,0,0,0,0,0,0,0,1,,0.0,0.53,122.0,25,38,MEDIUM,87.1
1138,fire,0,1,1,0,0,0,0,1,3.0,0.0,0.99,55.0,11,100,CRITICAL,100.0
1139,flood,1,0,0,0,1,0,0,0,1.0,1.0,0.3,15.0,10,61,HIGH,65.7
1140,power_outage,1,0,0,0,1,0,0,1,1.0,0.0,0.87,84.0,23,100,CRITICAL,54.9
1141,flood,0,0,0,0,0,0,0,0,1.0,0.0,0.76,10.0,23,1,LOW,55.3
1142,road_blockage,1,0,0,0,0,0,0,0,1.0,1.0,0.67,88.0,8,58,HIGH,59.4
1143,power_outage,0,0,0,0,0,0,0,0,2.0,0.0,,40.0,9,9,LOW,57.1
1144,medical_emergency,0,1,1,0,1,0,0,0,,0.0,,141.0,11,100,CRITICAL,77.5
1145,medical_emergency,1,0,0,0,0,0,1,0,2.0,0.0,,41.0,15,100,CRITICAL,64.1
1146,chemical_leak,1,1,0,0,0,1,0,1,2.0,0.0,1.0,73.0,10,100,CRITICAL,81.9
1147,fire,0,0,1,0,0,0,0,0,2.0,0.0,0.7,78.0,21,47,MEDIUM,67.8
1148,fire,0,0,1,0,0,0,0,0,1.0,,0.49,70.0,27,56,HIGH,42.4
1149,industrial_accident,1,0,0,0,0,1,0,0,1.0,1.0,0.6,69.0,8,100,CRITICAL,73.1
1150,road_blockage,1,0,0,0,0,0,0,1,2.0,,0.74,179.0,6,75,HIGH,70.3
1151,road_blockage,0,0,0,0,0,0,0,0,2.0,1.0,0.84,91.0,27,1,MEDIUM,94.7
1152,power_outage,0,1,0,0,0,0,0,0,2.0,1.0,0.59,33.0,17,35,MEDIUM,90.8
1153,industrial_accident,0,0,0,0,0,1,0,0,1.0,0.0,0.5,42.0,13,32,MEDIUM,46.8
1154,medical_emergency,0,0,0,0,0,0,0,0,2.0,0.0,0.91,125.0,8,0,LOW,71.0
1155,flood,1,0,0,1,0,0,0,0,3.0,0.0,0.84,167.0,10,85,CRITICAL,83.6
1156,industrial_accident,1,1,0,0,0,1,0,0,3.0,0.0,0.67,69.0,8,100,CRITICAL,90.8
1157,industrial_accident,0,0,0,0,0,1,0,0,2.0,1.0,0.97,13.0,9,23,LOW,100.0
1158,medical_emergency,0,0,0,0,0,0,0,0,2.0,0.0,0.68,170.0,17,0,LOW,61.4
1159,chemical_leak,0,1,0,0,0,1,0,0,1.0,0.0,0.56,28.0,8,86,CRITICAL,48.2
1160,flood,0,0,0,0,0,0,1,0,1.0,0.0,0.79,26.0,46,46,MEDIUM,51.3
1161,medical_emergency,0,1,0,1,0,0,0,0,3.0,1.0,0.47,64.0,36,60,HIGH,100.0
1162,building_collapse,0,0,0,0,0,0,1,0,3.0,0.0,0.68,,23,72,HIGH,86.5
1163,flood,0,1,0,0,0,0,0,0,2.0,1.0,0.89,,10,34,MEDIUM,94.6
1164,road_blockage,0,0,0,0,0,0,0,0,1.0,0.0,0.33,97.0,36,7,MEDIUM,42.7
1165,fire,0,0,1,0,0,0,0,0,1.0,0.0,0.62,47.0,9,39,LOW,51.9
1166,medical_emergency,0,1,0,0,0,0,0,0,3.0,0.0,0.85,123.0,4,44,MEDIUM,91.4
1167,industrial_accident,0,0,0,0,0,1,0,0,3.0,1.0,0.82,147.0,11,38,MEDIUM,100.0
1168,fire,1,1,1,1,0,0,0,0,2.0,0.0,0.32,73.0,5,100,CRITICAL,58.5
1169,medical_emergency,0,0,0,0,0,0,0,0,3.0,1.0,0.62,,8,0,LOW,100.0
1170,industrial_accident,0,0,0,1,0,1,0,0,1.0,1.0,0.61,148.0,6,77,HIGH,65.7
1171,flood,0,1,0,1,1,0,0,0,3.0,1.0,0.81,16.0,6,96,CRITICAL,100.0
1172,building_collapse,0,1,0,1,0,0,1,1,3.0,1.0,0.66,122.0,16,100,CRITICAL,100.0
1173,building_collapse,0,0,0,0,0,0,1,0,2.0,0.0,0.94,136.0,10,71,HIGH,71.8
1174,industrial_accident,0,0,0,0,1,1,0,1,1.0,,1.0,175.0,6,89,CRITICAL,42.4
1175,chemical_leak,0,0,0,0,1,1,0,1,2.0,0.0,0.79,82.0,29,72,HIGH,68.8
1176,flood,0,0,0,1,1,0,0,0,2.0,0.0,0.37,86.0,17,47,MEDIUM,55.7
1177,building_collapse,0,0,0,0,0,0,1,0,2.0,0.0,0.68,144.0,12,57,HIGH,74.5
1178,building_collapse,1,1,0,0,1,0,1,0,1.0,0.0,0.43,67.0,10,100,CRITICAL,46.7
1179,power_outage,0,1,0,0,0,0,0,0,,,0.94,86.0,6,48,MEDIUM,96.5
1180,chemical_leak,0,0,0,1,1,1,1,1,1.0,0.0,0.91,155.0,14,100,CRITICAL,41.4
1181,building_collapse,1,1,0,0,0,1,1,0,1.0,0.0,0.83,60.0,12,100,CRITICAL,50.6
1182,building_collapse,0,1,0,0,0,0,1,1,3.0,1.0,0.67,,9,100,CRITICAL,100.0
1183,fire,1,1,1,0,1,0,0,0,1.0,1.0,,,7,100,CRITICAL,57.8
1184,road_blockage,1,1,0,0,0,0,0,1,3.0,1.0,0.58,139.0,16,98,CRITICAL,100.0
1185,power_outage,0,0,0,0,0,0,0,0,1.0,0.0,,16.0,11,0,LOW,54.4
1186,industrial_accident,1,0,0,0,0,1,0,0,2.0,0.0,0.85,166.0,11,91,CRITICAL,63.1
1187,fire,0,0,1,0,0,0,0,0,3.0,0.0,0.77,152.0,9,57,HIGH,91.9
1188,power_outage,0,0,0,1,0,0,0,0,1.0,0.0,1.0,121.0,10,26,LOW,55.1
1189,flood,0,0,0,0,1,0,0,0,1.0,0.0,0.47,109.0,13,10,LOW,32.0
1190,flood,0,1,0,0,0,0,1,0,1.0,1.0,1.0,15.0,21,97,CRITICAL,91.5
1191,industrial_accident,0,0,0,0,0,1,0,0,3.0,0.0,0.32,86.0,13,32,MEDIUM,83.2
1192,power_outage,0,0,0,0,0,0,0,0,1.0,0.0,0.64,,9,0,LOW,49.3
1193,fire,0,1,1,0,0,0,0,0,3.0,1.0,0.9,9.0,12,74,HIGH,100.0
1194,fire,1,1,1,0,0,0,0,0,3.0,0.0,0.96,40.0,11,100,CRITICAL,93.6
1195,industrial_accident,0,0,0,0,0,1,0,0,2.0,0.0,,99.0,9,57,HIGH,70.6
1196,industrial_accident,0,0,0,1,0,1,0,1,2.0,1.0,0.54,114.0,15,80,CRITICAL,90.0
1197,power_outage,0,1,1,0,0,0,0,1,2.0,0.0,0.83,,11,100,CRITICAL,67.5
1198,medical_emergency,1,0,0,0,1,0,1,1,3.0,1.0,,59.0,8,100,CRITICAL,100.0
1199,building_collapse,0,0,0,0,1,0,1,0,1.0,0.0,0.62,30.0,15,83,CRITICAL,50.5
1200,industrial_accident,0,0,0,0,0,1,0,0,2.0,0.0,0.96,144.0,12,47,MEDIUM,65.4
